enssscg_id	display_name	biotype
ENSSSCG00000003233	ZNF175	protein_coding
ENSSSCG00000003234	NULL	protein_coding
ENSSSCG00000003235	NULL	protein_coding
ENSSSCG00000003236	NULL	protein_coding
ENSSSCG00000003238	SPACA6	protein_coding
ENSSSCG00000003239	HAS1	protein_coding
ENSSSCG00000003240	NULL	protein_coding
ENSSSCG00000003241	ZNF614	protein_coding
ENSSSCG00000003243	NULL	protein_coding
ENSSSCG00000003247	NULL	protein_coding
ENSSSCG00000003248	NULL	protein_coding
ENSSSCG00000003251	NLRP12	protein_coding
ENSSSCG00000003253	NULL	protein_coding
ENSSSCG00000003255	CACNG8	protein_coding
ENSSSCG00000003256	PRKCG	protein_coding
ENSSSCG00000003257	CACNG6	protein_coding
ENSSSCG00000003259	OSCAR	protein_coding
ENSSSCG00000003261	NULL	protein_coding
ENSSSCG00000003262	TFPT	protein_coding
ENSSSCG00000003263	PRPF31	protein_coding
ENSSSCG00000003264	CNOT3	protein_coding
ENSSSCG00000003265	LENG1	protein_coding
ENSSSCG00000003266	TMC4	protein_coding
ENSSSCG00000003267	MBOAT7	protein_coding
ENSSSCG00000003268	TSEN34	protein_coding
ENSSSCG00000003269	LENG9	protein_coding
ENSSSCG00000003271	TTYH1	protein_coding
ENSSSCG00000003272	NULL	protein_coding
ENSSSCG00000003275	NULL	protein_coding
ENSSSCG00000003277	NULL	protein_coding
ENSSSCG00000003278	NULL	protein_coding
ENSSSCG00000003282	NULL	protein_coding
ENSSSCG00000003284	FCAR	protein_coding
ENSSSCG00000003286	NULL	protein_coding
ENSSSCG00000003288	HSPBP1	protein_coding
ENSSSCG00000003289	ISOC2	protein_coding
ENSSSCG00000003301	PPP6R1	protein_coding
ENSSSCG00000003302	TMEM86B	protein_coding
ENSSSCG00000003303	NULL	protein_coding
ENSSSCG00000003306	HELZ2	protein_coding
ENSSSCG00000003307	NLRP9	protein_coding
ENSSSCG00000003311	NULL	protein_coding
ENSSSCG00000003314	NLRP11	protein_coding
ENSSSCG00000003315	NLRP8	protein_coding
ENSSSCG00000003317	ZNF787	protein_coding
ENSSSCG00000003318	GALP	protein_coding
ENSSSCG00000003322	ZNF582	protein_coding
ENSSSCG00000003324	NULL	protein_coding
ENSSSCG00000003325	NULL	protein_coding
ENSSSCG00000003326	NULL	protein_coding
ENSSSCG00000003329	ACAP3	protein_coding
ENSSSCG00000003331	TNFRSF4	protein_coding
ENSSSCG00000003332	SDF4	protein_coding
ENSSSCG00000003333	C1QTNF12	protein_coding
ENSSSCG00000003334	UBE2J2	protein_coding
ENSSSCG00000003336	TTLL10	protein_coding
ENSSSCG00000003338	PUSL1	protein_coding
ENSSSCG00000003339	INTS11	protein_coding
ENSSSCG00000003341	TAS1R3	protein_coding
ENSSSCG00000003342	DVL1	protein_coding
ENSSSCG00000003343	NULL	protein_coding
ENSSSCG00000003344	VWA1	protein_coding
ENSSSCG00000003346	ANKRD65	protein_coding
ENSSSCG00000003348	NULL	protein_coding
ENSSSCG00000003350	MIB2	protein_coding
ENSSSCG00000003351	MMP23B	protein_coding
ENSSSCG00000003352	NULL	protein_coding
ENSSSCG00000003353	SLC35E2B	protein_coding
ENSSSCG00000003354	CCNL2	protein_coding
ENSSSCG00000003356	MMEL1	protein_coding
ENSSSCG00000003357	ACTRT2	protein_coding
ENSSSCG00000003359	TPRG1L	protein_coding
ENSSSCG00000003360	WRAP73	protein_coding
ENSSSCG00000003362	CEP104	protein_coding
ENSSSCG00000003366	CHD5	protein_coding
ENSSSCG00000003367	NULL	protein_coding
ENSSSCG00000003368	RNF207	protein_coding
ENSSSCG00000003369	ICMT	protein_coding
ENSSSCG00000003370	HES3	protein_coding
ENSSSCG00000003371	GPR153	protein_coding
ENSSSCG00000003374	ESPN	protein_coding
ENSSSCG00000003376	PLEKHG5	protein_coding
ENSSSCG00000003377	ACOT7	protein_coding
ENSSSCG00000003379	KLHL21	protein_coding
ENSSSCG00000003382	TAS1R1	protein_coding
ENSSSCG00000003383	ZBTB48	protein_coding
ENSSSCG00000003384	DNAJC11	protein_coding
ENSSSCG00000003385	PARK7	protein_coding
ENSSSCG00000003386	TNFRSF9	protein_coding
ENSSSCG00000003388	SLC45A1	protein_coding
ENSSSCG00000003390	SLC2A7	protein_coding
ENSSSCG00000003391	CA6	protein_coding
ENSSSCG00000003393	TMEM201	protein_coding
ENSSSCG00000003395	PIK3CD	protein_coding
ENSSSCG00000003396	CLSTN1	protein_coding
ENSSSCG00000003398	UBE4B	protein_coding
ENSSSCG00000003399	RBP7	protein_coding
ENSSSCG00000003400	NMNAT1	protein_coding
ENSSSCG00000003401	KIF1B	protein_coding
ENSSSCG00000003402	PGD	protein_coding
ENSSSCG00000003403	CENPS	protein_coding
ENSSSCG00000003404	DFFA	protein_coding
ENSSSCG00000003405	PEX14	protein_coding
ENSSSCG00000003407	CASZ1	protein_coding
ENSSSCG00000003410	MASP2	protein_coding
ENSSSCG00000003412	EXOSC10	protein_coding
ENSSSCG00000003413	MTOR	protein_coding
ENSSSCG00000003414	ANGPTL7	protein_coding
ENSSSCG00000003417	DISP3	protein_coding
ENSSSCG00000003419	MAD2L2	protein_coding
ENSSSCG00000003420	FBXO6	protein_coding
ENSSSCG00000003421	FBXO44	protein_coding
ENSSSCG00000003423	DRAXIN	protein_coding
ENSSSCG00000003428	MTHFR	protein_coding
ENSSSCG00000003429	CLCN6	protein_coding
ENSSSCG00000003430	NPPA	protein_coding
ENSSSCG00000003431	NPPB	protein_coding
ENSSSCG00000003432	KIAA2013	protein_coding
ENSSSCG00000003433	PLOD1	protein_coding
ENSSSCG00000003434	MFN2	protein_coding
ENSSSCG00000003435	MIIP	protein_coding
ENSSSCG00000003437	TNFRSF8	protein_coding
ENSSSCG00000003438	VPS13D	protein_coding
ENSSSCG00000003439	DHRS3	protein_coding
ENSSSCG00000003440	AADACL4	protein_coding
ENSSSCG00000003441	AADACL3	protein_coding
ENSSSCG00000003442	C1orf158	protein_coding
ENSSSCG00000003444	NULL	protein_coding
ENSSSCG00000003448	NULL	protein_coding
ENSSSCG00000003449	LRRC38	protein_coding
ENSSSCG00000003451	NULL	protein_coding
ENSSSCG00000003453	NULL	protein_coding
ENSSSCG00000003455	FHAD1	protein_coding
ENSSSCG00000003458	EFHD2	protein_coding
ENSSSCG00000003459	CELA2A	protein_coding
ENSSSCG00000003460	CASP9	protein_coding
ENSSSCG00000003461	RSC1A1	protein_coding
ENSSSCG00000003463	AGMAT	protein_coding
ENSSSCG00000003464	DNAJC16	protein_coding
ENSSSCG00000003465	FBLIM1	protein_coding
ENSSSCG00000003466	TMEM82	protein_coding
ENSSSCG00000003468	PLEKHM2	protein_coding
ENSSSCG00000003470	FAM131C	protein_coding
ENSSSCG00000003471	EPHA2	protein_coding
ENSSSCG00000003472	ARHGEF19	protein_coding
ENSSSCG00000003473	RSG1	protein_coding
ENSSSCG00000003476	NULL	protein_coding
ENSSSCG00000003477	NECAP2	protein_coding
ENSSSCG00000003478	NULL	protein_coding
ENSSSCG00000003479	MFAP2	protein_coding
ENSSSCG00000003481	PADI1	protein_coding
ENSSSCG00000003482	PADI3	protein_coding
ENSSSCG00000003483	NULL	protein_coding
ENSSSCG00000003484	PADI6	protein_coding
ENSSSCG00000003485	NULL	protein_coding
ENSSSCG00000003486	ARHGEF10L	protein_coding
ENSSSCG00000003488	UBR4	protein_coding
ENSSSCG00000003489	EMC1	protein_coding
ENSSSCG00000003491	AKR7A2	protein_coding
ENSSSCG00000003492	PQLC2	protein_coding
ENSSSCG00000003493	CAPZB	protein_coding
ENSSSCG00000003494	PLA2G2A	protein_coding
ENSSSCG00000003495	NULL	protein_coding
ENSSSCG00000003498	UBXN10	protein_coding
ENSSSCG00000003499	PLA2G2C	protein_coding
ENSSSCG00000003503	VWA5B1	protein_coding
ENSSSCG00000003505	DDOST	protein_coding
ENSSSCG00000003506	PINK1	protein_coding
ENSSSCG00000003508	KIF17	protein_coding
ENSSSCG00000003509	SH2D5	protein_coding
ENSSSCG00000003511	HP1BP3	protein_coding
ENSSSCG00000003512	EIF4G3	protein_coding
ENSSSCG00000003513	ECE1	protein_coding
ENSSSCG00000003514	HSPG2	protein_coding
ENSSSCG00000003520	NULL	protein_coding
ENSSSCG00000003521	NULL	protein_coding
ENSSSCG00000003523	EPHA8	protein_coding
ENSSSCG00000003524	C1QA	protein_coding
ENSSSCG00000003527	EPHB2	protein_coding
ENSSSCG00000003529	LACTBL1	protein_coding
ENSSSCG00000003530	TEX46	protein_coding
ENSSSCG00000003531	KDM1A	protein_coding
ENSSSCG00000003532	LUZP1	protein_coding
ENSSSCG00000003539	GRHL3	protein_coding
ENSSSCG00000003541	STPG1	protein_coding
ENSSSCG00000003543	NIPAL3	protein_coding
ENSSSCG00000003546	NULL	protein_coding
ENSSSCG00000003547	NCMAP	protein_coding
ENSSSCG00000003549	LDLRAP1	protein_coding
ENSSSCG00000003551	PAQR7	protein_coding
ENSSSCG00000003552	AUNIP	protein_coding
ENSSSCG00000003553	MTFR1L	protein_coding
ENSSSCG00000003554	NULL	protein_coding
ENSSSCG00000003555	HMGN2	protein_coding
ENSSSCG00000003557	LIN28A	protein_coding
ENSSSCG00000003558	RPS6KA1	protein_coding
ENSSSCG00000003559	ARID1A	protein_coding
ENSSSCG00000003561	ZDHHC18	protein_coding
ENSSSCG00000003564	GPATCH3	protein_coding
ENSSSCG00000003565	NR0B2	protein_coding
ENSSSCG00000003566	NUDC	protein_coding
ENSSSCG00000003567	KDF1	protein_coding
ENSSSCG00000003569	SLC9A1	protein_coding
ENSSSCG00000003570	WDTC1	protein_coding
ENSSSCG00000003572	SYTL1	protein_coding
ENSSSCG00000003573	MAP3K6	protein_coding
ENSSSCG00000003575	CD164L2	protein_coding
ENSSSCG00000003576	GPR3	protein_coding
ENSSSCG00000003577	WASF2	protein_coding
ENSSSCG00000003578	FGR	protein_coding
ENSSSCG00000003579	AHDC1	protein_coding
ENSSSCG00000003580	EYA3	protein_coding
ENSSSCG00000003582	SMPDL3B	protein_coding
ENSSSCG00000003583	RPA2	protein_coding
ENSSSCG00000003584	THEMIS2	protein_coding
ENSSSCG00000003585	GJB5	protein_coding
ENSSSCG00000003586	EPB41	protein_coding
ENSSSCG00000003589	SRSF4	protein_coding
ENSSSCG00000003590	PTPRU	protein_coding
ENSSSCG00000003591	PUM1	protein_coding
ENSSSCG00000003592	SDC3	protein_coding
ENSSSCG00000003596	SNRNP40	protein_coding
ENSSSCG00000003599	NULL	protein_coding
ENSSSCG00000003600	TINAGL1	protein_coding
ENSSSCG00000003601	HCRTR1	protein_coding
ENSSSCG00000003603	COL16A1	protein_coding
ENSSSCG00000003604	ADGRB2	protein_coding
ENSSSCG00000003606	SPOCD1	protein_coding
ENSSSCG00000003608	LCK	protein_coding
ENSSSCG00000003610	IQCC	protein_coding
ENSSSCG00000003612	EIF3I	protein_coding
ENSSSCG00000003613	HDAC1	protein_coding
ENSSSCG00000003616	FAM167B	protein_coding
ENSSSCG00000003617	TXLNA	protein_coding
ENSSSCG00000003619	AZIN2	protein_coding
ENSSSCG00000003620	TRIM62	protein_coding
ENSSSCG00000003621	ZSCAN20	protein_coding
ENSSSCG00000003622	CSMD2	protein_coding
ENSSSCG00000003623	NULL	protein_coding
ENSSSCG00000003627	ZMYM4	protein_coding
ENSSSCG00000003628	CLSPN	protein_coding
ENSSSCG00000003630	AGO3	protein_coding
ENSSSCG00000003632	NULL	protein_coding
ENSSSCG00000003633	TEKT2	protein_coding
ENSSSCG00000003634	ADPRHL2	protein_coding
ENSSSCG00000003637	MAP7D1	protein_coding
ENSSSCG00000003639	NULL	protein_coding
ENSSSCG00000003640	GRIK3	protein_coding
ENSSSCG00000003642	INPP5B	protein_coding
ENSSSCG00000003643	SF3A3	protein_coding
ENSSSCG00000003644	FHL3	protein_coding
ENSSSCG00000003645	UTP11	protein_coding
ENSSSCG00000003646	POU3F1	protein_coding
ENSSSCG00000003648	RRAGC	protein_coding
ENSSSCG00000003650	GJA9	protein_coding
ENSSSCG00000003651	RHBDL2	protein_coding
ENSSSCG00000003652	AKIRIN1	protein_coding
ENSSSCG00000003653	NDUFS5	protein_coding
ENSSSCG00000003654	MACF1	protein_coding
ENSSSCG00000003655	NULL	protein_coding
ENSSSCG00000003659	NULL	protein_coding
ENSSSCG00000003660	PABPC4	protein_coding
ENSSSCG00000003662	NT5C1A	protein_coding
ENSSSCG00000003663	HPCAL1	protein_coding
ENSSSCG00000003664	NULL	protein_coding
ENSSSCG00000003666	NULL	protein_coding
ENSSSCG00000003667	NULL	protein_coding
ENSSSCG00000003669	MFSD2A	protein_coding
ENSSSCG00000003670	RLF	protein_coding
ENSSSCG00000003672	CAP1	protein_coding
ENSSSCG00000003673	NULL	protein_coding
ENSSSCG00000003679	NULL	protein_coding
ENSSSCG00000003680	RALBP1	protein_coding
ENSSSCG00000003682	ANKRD12	protein_coding
ENSSSCG00000003684	MTCL1	protein_coding
ENSSSCG00000003687	EPB41L3	protein_coding
ENSSSCG00000003690	DLGAP1	protein_coding
ENSSSCG00000003691	NULL	protein_coding
ENSSSCG00000003693	MYOM1	protein_coding
ENSSSCG00000003694	EMILIN2	protein_coding
ENSSSCG00000003697	NDC80	protein_coding
ENSSSCG00000003699	GREB1L	protein_coding
ENSSSCG00000003700	ESCO1	protein_coding
ENSSSCG00000003701	SNRPD1	protein_coding
ENSSSCG00000003702	GATA6	protein_coding
ENSSSCG00000003703	NULL	protein_coding
ENSSSCG00000003704	NULL	protein_coding
ENSSSCG00000003705	CABLES1	protein_coding
ENSSSCG00000003707	NPC1	protein_coding
ENSSSCG00000003708	ANKRD29	protein_coding
ENSSSCG00000003709	LAMA3	protein_coding
ENSSSCG00000003710	TTC39C	protein_coding
ENSSSCG00000003711	CABYR	protein_coding
ENSSSCG00000003712	OSBPL1A	protein_coding
ENSSSCG00000003713	IMPACT	protein_coding
ENSSSCG00000003714	HRH4	protein_coding
ENSSSCG00000003715	ZNF521	protein_coding
ENSSSCG00000003716	SS18	protein_coding
ENSSSCG00000003717	PSMA8	protein_coding
ENSSSCG00000003718	TAF4B	protein_coding
ENSSSCG00000003719	NULL	protein_coding
ENSSSCG00000003721	CHST9	protein_coding
ENSSSCG00000003722	CDH2	protein_coding
ENSSSCG00000003723	NULL	protein_coding
ENSSSCG00000003726	DSC1	protein_coding
ENSSSCG00000003728	TRAPPC8	protein_coding
ENSSSCG00000003729	RNF125	protein_coding
ENSSSCG00000003730	RNF138	protein_coding
ENSSSCG00000003731	GAREM1	protein_coding
ENSSSCG00000003732	MEP1B	protein_coding
ENSSSCG00000003733	KLHL14	protein_coding
ENSSSCG00000003736	ASXL3	protein_coding
ENSSSCG00000003737	NOL4	protein_coding
ENSSSCG00000003738	MAPRE2	protein_coding
ENSSSCG00000003740	ZSCAN30	protein_coding
ENSSSCG00000003741	NULL	protein_coding
ENSSSCG00000003743	GALNT1	protein_coding
ENSSSCG00000003744	MOCOS	protein_coding
ENSSSCG00000003746	NULL	protein_coding
ENSSSCG00000003747	NULL	protein_coding
ENSSSCG00000003748	CELF4	protein_coding
ENSSSCG00000003749	PIK3C3	protein_coding
ENSSSCG00000003753	NULL	protein_coding
ENSSSCG00000003754	NULL	protein_coding
ENSSSCG00000003755	MCOLN2	protein_coding
ENSSSCG00000003756	LPAR3	protein_coding
ENSSSCG00000003757	SSX2IP	protein_coding
ENSSSCG00000003758	CTBS	protein_coding
ENSSSCG00000003760	TTLL7	protein_coding
ENSSSCG00000003761	ADGRL2	protein_coding
ENSSSCG00000003762	ADGRL4	protein_coding
ENSSSCG00000003763	IFI44	protein_coding
ENSSSCG00000003766	DNAJB4	protein_coding
ENSSSCG00000003768	NULL	protein_coding
ENSSSCG00000003770	MIGA1	protein_coding
ENSSSCG00000003771	FUBP1	protein_coding
ENSSSCG00000003772	NULL	protein_coding
ENSSSCG00000003773	AK5	protein_coding
ENSSSCG00000003774	NULL	protein_coding
ENSSSCG00000003775	NULL	protein_coding
ENSSSCG00000003776	ACADM	protein_coding
ENSSSCG00000003777	SLC44A5	protein_coding
ENSSSCG00000003778	LHX8	protein_coding
ENSSSCG00000003779	TYW3	protein_coding
ENSSSCG00000003780	CRYZ	protein_coding
ENSSSCG00000003781	NULL	protein_coding
ENSSSCG00000003783	FPGT	protein_coding
ENSSSCG00000003784	LRRIQ3	protein_coding
ENSSSCG00000003787	ZRANB2	protein_coding
ENSSSCG00000003788	PTGER3	protein_coding
ENSSSCG00000003789	CTH	protein_coding
ENSSSCG00000003790	ANKRD13C	protein_coding
ENSSSCG00000003791	SRSF11	protein_coding
ENSSSCG00000003792	NULL	protein_coding
ENSSSCG00000003793	NULL	protein_coding
ENSSSCG00000003794	RPE65	protein_coding
ENSSSCG00000003795	WLS	protein_coding
ENSSSCG00000003797	DIRAS3	protein_coding
ENSSSCG00000003798	SERBP1	protein_coding
ENSSSCG00000003799	IL12RB2	protein_coding
ENSSSCG00000003801	IL23R	protein_coding
ENSSSCG00000003803	C1orf141	protein_coding
ENSSSCG00000003805	PDE4B	protein_coding
ENSSSCG00000003806	LEPROT	protein_coding
ENSSSCG00000003807	DNAJC6	protein_coding
ENSSSCG00000003809	JAK1	protein_coding
ENSSSCG00000003810	UBE2U	protein_coding
ENSSSCG00000003811	ROR1	protein_coding
ENSSSCG00000003812	PGM1	protein_coding
ENSSSCG00000003814	EFCAB7	protein_coding
ENSSSCG00000003815	ALG6	protein_coding
ENSSSCG00000003816	ATG4C	protein_coding
ENSSSCG00000003818	DOCK7	protein_coding
ENSSSCG00000003819	ANGPTL3	protein_coding
ENSSSCG00000003820	USP1	protein_coding
ENSSSCG00000003821	KANK4	protein_coding
ENSSSCG00000003823	C1orf87	protein_coding
ENSSSCG00000003825	CYP2J34	protein_coding
ENSSSCG00000003826	HOOK1	protein_coding
ENSSSCG00000003828	FGGY	protein_coding
ENSSSCG00000003830	MYSM1	protein_coding
ENSSSCG00000003831	OMA1	protein_coding
ENSSSCG00000003832	TACSTD2	protein_coding
ENSSSCG00000003833	DAB1	protein_coding
ENSSSCG00000003834	C8B	protein_coding
ENSSSCG00000003835	C8A	protein_coding
ENSSSCG00000003838	NULL	protein_coding
ENSSSCG00000003839	NULL	protein_coding
ENSSSCG00000003843	PARS2	protein_coding
ENSSSCG00000003844	TTC4	protein_coding
ENSSSCG00000003845	NULL	protein_coding
ENSSSCG00000003846	GLIS1	protein_coding
ENSSSCG00000003847	DMRTB1	protein_coding
ENSSSCG00000003848	LRP8	protein_coding
ENSSSCG00000003849	NULL	protein_coding
ENSSSCG00000003850	C1orf123	protein_coding
ENSSSCG00000003851	CPT2	protein_coding
ENSSSCG00000003852	SLC1A7	protein_coding
ENSSSCG00000003854	ECHDC2	protein_coding
ENSSSCG00000003857	ZYG11B	protein_coding
ENSSSCG00000003859	ZCCHC11	protein_coding
ENSSSCG00000003861	ORC1	protein_coding
ENSSSCG00000003862	CC2D1B	protein_coding
ENSSSCG00000003863	ZFYVE9	protein_coding
ENSSSCG00000003867	TXNDC12	protein_coding
ENSSSCG00000003868	NULL	protein_coding
ENSSSCG00000003870	NRDC	protein_coding
ENSSSCG00000003871	NULL	protein_coding
ENSSSCG00000003872	EPS15	protein_coding
ENSSSCG00000003875	TTC39A	protein_coding
ENSSSCG00000003876	CDKN2C	protein_coding
ENSSSCG00000003877	FAF1	protein_coding
ENSSSCG00000003881	SPATA6	protein_coding
ENSSSCG00000003882	SLC5A9	protein_coding
ENSSSCG00000003884	FOXE3	protein_coding
ENSSSCG00000003885	CMPK1	protein_coding
ENSSSCG00000003888	STIL	protein_coding
ENSSSCG00000003889	NULL	protein_coding
ENSSSCG00000003891	CYP4A24	protein_coding
ENSSSCG00000003892	NULL	protein_coding
ENSSSCG00000003893	NULL	protein_coding
ENSSSCG00000003894	CYP4B1	protein_coding
ENSSSCG00000003895	EFCAB14	protein_coding
ENSSSCG00000003897	MOB3C	protein_coding
ENSSSCG00000003898	MKNK1	protein_coding
ENSSSCG00000003900	DMBX1	protein_coding
ENSSSCG00000003901	FAAH	protein_coding
ENSSSCG00000003903	NULL	protein_coding
ENSSSCG00000003904	LRRC41	protein_coding
ENSSSCG00000003905	RAD54L	protein_coding
ENSSSCG00000003908	TSPAN1	protein_coding
ENSSSCG00000003909	PIK3R3	protein_coding
ENSSSCG00000003913	MAST2	protein_coding
ENSSSCG00000003914	NULL	protein_coding
ENSSSCG00000003917	TESK2	protein_coding
ENSSSCG00000003918	TOE1	protein_coding
ENSSSCG00000003919	MUTYH	protein_coding
ENSSSCG00000003920	HPDL	protein_coding
ENSSSCG00000003921	ZSWIM5	protein_coding
ENSSSCG00000003922	UROD	protein_coding
ENSSSCG00000003923	HECTD3	protein_coding
ENSSSCG00000003926	BTBD19	protein_coding
ENSSSCG00000003928	PLK3	protein_coding
ENSSSCG00000003929	BEST4	protein_coding
ENSSSCG00000003930	NULL	protein_coding
ENSSSCG00000003931	KIF2C	protein_coding
ENSSSCG00000003935	NULL	protein_coding
ENSSSCG00000003940	HYI	protein_coding
ENSSSCG00000003941	SZT2	protein_coding
ENSSSCG00000003943	MED8	protein_coding
ENSSSCG00000003949	CDC20	protein_coding
ENSSSCG00000003950	TIE1	protein_coding
ENSSSCG00000003951	C1orf210	protein_coding
ENSSSCG00000003954	NULL	protein_coding
ENSSSCG00000003955	NULL	protein_coding
ENSSSCG00000003956	NULL	protein_coding
ENSSSCG00000003957	NULL	protein_coding
ENSSSCG00000003958	NULL	protein_coding
ENSSSCG00000003959	NULL	protein_coding
ENSSSCG00000003960	NULL	pseudogene
ENSSSCG00000003963	NULL	protein_coding
ENSSSCG00000003964	PPIH	protein_coding
ENSSSCG00000003965	NULL	protein_coding
ENSSSCG00000003966	NULL	protein_coding
ENSSSCG00000003967	ZMYND12	protein_coding
ENSSSCG00000003968	RIMKLA	protein_coding
ENSSSCG00000003969	GUCA2A	protein_coding
ENSSSCG00000003970	GUCA2B	protein_coding
ENSSSCG00000003971	SCMH1	protein_coding
ENSSSCG00000003972	SLFNL1	protein_coding
ENSSSCG00000003973	CTPS1	protein_coding
ENSSSCG00000003975	KCNQ4	protein_coding
ENSSSCG00000003976	NFYC	protein_coding
ENSSSCG00000003979	ZNF684	protein_coding
ENSSSCG00000003980	EXO5	protein_coding
ENSSSCG00000003981	ZFP69B	protein_coding
ENSSSCG00000003983	SMAP2	protein_coding
ENSSSCG00000003984	ZNF134	protein_coding
ENSSSCG00000003986	NULL	protein_coding
ENSSSCG00000003987	ZSCAN4	protein_coding
ENSSSCG00000003988	NULL	protein_coding
ENSSSCG00000003989	NULL	protein_coding
ENSSSCG00000003990	ZNF671	protein_coding
ENSSSCG00000003993	NULL	protein_coding
ENSSSCG00000003995	ZNF606	protein_coding
ENSSSCG00000003998	ZNF274	protein_coding
ENSSSCG00000004001	A1BG	protein_coding
ENSSSCG00000004002	RPS5	protein_coding
ENSSSCG00000004004	ZNF584	protein_coding
ENSSSCG00000004008	WDR27	protein_coding
ENSSSCG00000004009	TCTE3	protein_coding
ENSSSCG00000004010	ERMARD	protein_coding
ENSSSCG00000004012	THBS2	protein_coding
ENSSSCG00000004013	SMOC2	protein_coding
ENSSSCG00000004016	KIF25	protein_coding
ENSSSCG00000004017	FRMD1	protein_coding
ENSSSCG00000004018	AFDN	protein_coding
ENSSSCG00000004020	SFT2D1	protein_coding
ENSSSCG00000004021	PRR18	protein_coding
ENSSSCG00000004022	RPS6KA2	protein_coding
ENSSSCG00000004023	FGFR1OP	protein_coding
ENSSSCG00000004024	NULL	protein_coding
ENSSSCG00000004027	PDE10A	protein_coding
ENSSSCG00000004028	C6orf118	protein_coding
ENSSSCG00000004029	QKI	protein_coding
ENSSSCG00000004032	PRKN	protein_coding
ENSSSCG00000004033	AGPAT4	protein_coding
ENSSSCG00000004037	MAP3K4	protein_coding
ENSSSCG00000004038	PLG	protein_coding
ENSSSCG00000004039	SLC22A3	protein_coding
ENSSSCG00000004040	SLC22A2	protein_coding
ENSSSCG00000004041	SLC22A1	protein_coding
ENSSSCG00000004044	IGF2R	protein_coding
ENSSSCG00000004045	MAS1	protein_coding
ENSSSCG00000004046	PNLDC1	protein_coding
ENSSSCG00000004047	MRPL18	protein_coding
ENSSSCG00000004048	TCP1	protein_coding
ENSSSCG00000004049	ACAT2	protein_coding
ENSSSCG00000004050	WTAP	protein_coding
ENSSSCG00000004052	FNDC1	protein_coding
ENSSSCG00000004053	TAGAP	protein_coding
ENSSSCG00000004054	NULL	protein_coding
ENSSSCG00000004055	RSPH3	protein_coding
ENSSSCG00000004057	SYTL3	protein_coding
ENSSSCG00000004058	EZR	protein_coding
ENSSSCG00000004063	TMEM242	protein_coding
ENSSSCG00000004064	ARID1B	protein_coding
ENSSSCG00000004065	TIAM2	protein_coding
ENSSSCG00000004067	CLDN20	protein_coding
ENSSSCG00000004068	NOX3	protein_coding
ENSSSCG00000004069	NULL	protein_coding
ENSSSCG00000004070	SCAF8	protein_coding
ENSSSCG00000004071	NULL	protein_coding
ENSSSCG00000004072	NULL	protein_coding
ENSSSCG00000004074	OPRM1	protein_coding
ENSSSCG00000004075	RGS17	protein_coding
ENSSSCG00000004076	MTRF1L	protein_coding
ENSSSCG00000004077	FBXO5	protein_coding
ENSSSCG00000004078	VIP	protein_coding
ENSSSCG00000004081	NULL	protein_coding
ENSSSCG00000004082	NULL	protein_coding
ENSSSCG00000004087	CCDC170	protein_coding
ENSSSCG00000004088	ARMT1	protein_coding
ENSSSCG00000004089	RMND1	protein_coding
ENSSSCG00000004090	ZBTB2	protein_coding
ENSSSCG00000004092	MTHFD1L	protein_coding
ENSSSCG00000004093	IYD	protein_coding
ENSSSCG00000004094	PPP1R14C	protein_coding
ENSSSCG00000004096	NULL	protein_coding
ENSSSCG00000004098	NULL	protein_coding
ENSSSCG00000004101	LRP11	protein_coding
ENSSSCG00000004103	PCMT1	protein_coding
ENSSSCG00000004104	KATNA1	protein_coding
ENSSSCG00000004105	NUP43	protein_coding
ENSSSCG00000004106	LATS1	protein_coding
ENSSSCG00000004109	ZC3H12D	protein_coding
ENSSSCG00000004110	TAB2	protein_coding
ENSSSCG00000004112	SAMD5	protein_coding
ENSSSCG00000004113	STXBP5	protein_coding
ENSSSCG00000004114	RAB32	protein_coding
ENSSSCG00000004119	GRM1	protein_coding
ENSSSCG00000004120	SHPRH	protein_coding
ENSSSCG00000004121	FBXO30	protein_coding
ENSSSCG00000004123	UTRN	protein_coding
ENSSSCG00000004125	STX11	protein_coding
ENSSSCG00000004127	PLAGL1	protein_coding
ENSSSCG00000004128	ZC2HC1B	protein_coding
ENSSSCG00000004130	NULL	protein_coding
ENSSSCG00000004132	PHACTR2	protein_coding
ENSSSCG00000004133	FUCA2	protein_coding
ENSSSCG00000004134	PEX3	protein_coding
ENSSSCG00000004136	AIG1	protein_coding
ENSSSCG00000004138	HIVEP2	protein_coding
ENSSSCG00000004139	ADGRG6	protein_coding
ENSSSCG00000004140	VTA1	protein_coding
ENSSSCG00000004142	CITED2	protein_coding
ENSSSCG00000004143	TXLNB	protein_coding
ENSSSCG00000004144	HECA	protein_coding
ENSSSCG00000004145	NULL	protein_coding
ENSSSCG00000004146	REPS1	protein_coding
ENSSSCG00000004147	ECT2L	protein_coding
ENSSSCG00000004148	CCDC28A	protein_coding
ENSSSCG00000004149	NHSL1	protein_coding
ENSSSCG00000004150	NULL	protein_coding
ENSSSCG00000004151	NULL	protein_coding
ENSSSCG00000004154	TNFAIP3	protein_coding
ENSSSCG00000004155	OLIG3	protein_coding
ENSSSCG00000004156	IFNGR1	protein_coding
ENSSSCG00000004157	IL20RA	protein_coding
ENSSSCG00000004158	IL22RA2	protein_coding
ENSSSCG00000004159	SLC35D3	protein_coding
